iter	Passed	Remaining
484	564	599
485	565	597
486	566	596
487	566	594
488	567	593
489	568	591
490	569	590
491	570	588
492	571	587
493	571	585
494	572	584
495	573	582
496	574	581
497	575	579
498	576	578
499	576	576
500	577	575
501	578	574
502	579	572
503	580	571
504	581	569
505	581	568
506	582	566
507	583	565
508	584	563
509	584	561
510	585	560
511	586	559
512	587	557
513	588	556
514	589	555
515	590	553
516	591	552
517	592	551
518	593	549
519	593	548
520	595	547
521	596	545
522	596	544
523	597	542
524	598	541
525	599	539
526	599	538
527	600	537
528	601	535
529	602	534
530	603	532
531	603	531
532	604	529
533	605	528
534	606	527
535	607	525
536	608	524
537	608	522
538	609	521
539	610	519
540	610	518
541	611	517
542	612	515
543	613	514
544	614	512
545	614	511
546	615	509
547	616	508
548	616	506
549	618	506
550	619	504
551	620	503
552	621	501
553	621	500
554	622	499
555	623	497
556	624	496
557	625	495
558	626	494
559	627	492
560	628	491
561	629	490
562	630	489
563	631	488
564	632	487
565	633	485
566	634	484
567	635	483
568	636	482
569	638	481
570	639	480
571	640	479
572	641	478
573	642	476
574	643	475
575	644	474
576	645	472
577	645	471
578	646	470
579	647	469
580	648	467
581	649	466
582	650	465
583	651	464
584	652	462
585	653	461
586	654	460
587	655	459
588	656	457
589	656	456
590	657	455
591	658	454
592	659	452
593	660	451
594	661	450
595	661	448
596	662	447
597	663	446
598	665	445
599	666	444
600	666	442
601	667	441
602	668	440
603	669	439
604	670	437
605	671	436
606	672	435
607	673	434
608	674	432
609	675	431
610	676	430
611	677	429
612	677	427
613	678	426
614	679	425
615	680	424
616	681	423
617	682	421
618	683	420
619	684	419
620	685	418
621	686	416
622	687	415
623	688	414
624	688	413
625	689	412
626	690	410
627	691	409
628	692	408
629	693	407
630	694	406
631	695	404
632	696	403
633	698	402
634	700	402
635	701	401
636	702	400
637	703	399
638	704	398
639	705	397
640	706	395
641	707	394
642	708	393
643	709	392
644	710	391
645	712	390
646	713	389
647	713	387
648	714	386
649	715	385
650	716	384
651	718	383
652	719	382
653	719	380
654	720	379
655	721	378
656	722	377
657	724	376
658	725	375
659	726	374
660	727	372
661	728	371
662	729	370
663	730	369
664	731	368
665	732	367
666	733	366
667	734	365
668	735	364
669	736	362
670	737	361
671	738	360
672	739	359
673	740	358
674	742	357
675	743	356
676	744	355
677	745	354
678	746	352
679	747	351
680	749	351
681	751	350
682	752	349
683	753	348
684	754	347
685	756	346
686	757	345
687	758	344
688	761	343
689	762	342
690	763	341
691	765	340
692	766	339
693	767	338
694	768	337
695	769	336
696	771	335
697	772	334
698	773	333
699	774	332
700	775	330
701	777	330
702	779	329
703	780	327
704	781	326
705	782	325
706	783	324
707	785	323
708	786	322
709	787	321
710	788	320
711	789	319
712	790	318
713	791	317
714	792	316
715	793	314
716	795	314
717	796	312
718	798	311
719	799	310
720	800	309
721	801	308
722	803	307
723	804	306
724	805	305
725	806	304
726	808	303
727	809	302
728	810	301
729	811	300
730	812	299
731	813	297
732	815	296
733	816	295
734	817	294
735	818	293
736	819	292
737	820	291
738	821	290
739	822	289
740	823	287
741	825	286
742	826	285
743	827	284
744	828	283
745	830	282
746	831	281
747	832	280
748	833	279
749	834	278
750	836	277
751	838	276
752	840	275
753	841	274
754	843	273
755	845	272
756	846	271
757	847	270
758	848	269
759	850	268
760	851	267
761	852	266
762	853	265
763	855	264
764	856	263
765	857	261
766	858	260
767	859	259
768	860	258
769	862	257
770	863	256
771	864	255
772	865	254
773	866	253
774	868	252
775	869	250
776	870	249
777	871	248
778	872	247
779	873	246
780	875	245
781	876	244
782	877	243
783	878	242
784	879	241
785	881	239
786	882	238
787	883	237
788	884	236
789	885	235
790	886	234
791	887	233
792	888	232
793	889	230
794	891	229
795	892	228
796	893	227
797	894	226
798	895	225
799	896	224
800	897	223
801	898	221
802	899	220
803	900	219
804	901	218
805	903	217
806	905	216
807	906	215
808	907	214
809	909	213
810	910	212
811	911	211
812	912	209
813	914	208
814	915	207
815	916	206
816	917	205
817	918	204
818	919	203
819	922	202
820	923	201
821	924	200
822	925	199
823	926	197
824	928	196
825	929	195
826	931	194
827	932	193
828	934	192
829	936	191
830	938	190
831	940	189
832	941	188
833	942	187
834	944	186
835	945	185
836	946	184
837	948	183
838	949	182
839	952	181
840	953	180
841	954	179
842	956	178
843	957	176
844	959	175
845	960	174
846	961	173
847	962	172
848	964	171
849	965	170
850	966	169
851	968	168
852	970	167
853	971	166
854	972	165
855	974	163
856	975	162
857	977	161
858	978	160
859	979	159
860	980	158
861	982	157
862	983	156
863	985	155
864	986	153
865	988	152
866	989	151
867	991	150
868	993	149
869	995	148
870	996	147
871	998	146
872	999	145
873	1000	144
874	1002	143
875	1003	142
876	1004	140
877	1006	139
878	1007	138
879	1008	137
880	1010	136
881	1011	135
882	1012	134
883	1013	133
884	1015	131
885	1016	130
886	1018	129
887	1019	128
888	1020	127
889	1022	126
890	1026	125
891	1029	124
892	1031	123
893	1032	122
894	1034	121
895	1035	120
896	1037	119
897	1039	118
898	1040	116
899	1042	115
900	1044	114
901	1047	113
902	1048	112
903	1049	111
904	1051	110
905	1052	109
906	1054	108
907	1055	106
908	1058	105
909	1059	104
910	1061	103
911	1062	102
912	1064	101
913	1066	100
914	1067	99
915	1069	98
916	1071	96
917	1072	95
918	1074	94
919	1076	93
920	1077	92
921	1078	91
922	1079	90
923	1080	88
924	1082	87
925	1083	86
926	1084	85
927	1085	84
928	1087	83
929	1091	82
930	1093	81
931	1095	79
932	1096	78
933	1098	77
934	1099	76
935	1101	75
936	1103	74
937	1104	72
938	1106	71
939	1108	70
940	1109	69
941	1110	68
942	1112	67
943	1113	66
944	1115	64
945	1116	63
946	1119	62
947	1121	61
948	1122	60
949	1124	59
950	1126	58
951	1127	56
952	1129	55
953	1131	54
954	1132	53
955	1134	52
956	1137	51
957	1138	49
958	1140	48
959	1143	47
960	1144	46
961	1146	45
962	1147	44
963	1149	42
964	1151	41
965	1153	40
966	1156	39
967	1157	38
968	1161	37
969	1162	35
970	1164	34
971	1167	33
972	1168	32
973	1170	31
974	1171	30
975	1174	28
976	1175	27
977	1176	26
978	1178	25
979	1179	24
980	1181	22
981	1182	21
982	1184	20
983	1186	19
984	1188	18
985	1192	16
986	1194	15
987	1196	14
988	1198	13
989	1200	12
990	1204	10
991	1205	9
992	1207	8
993	1209	7
994	1211	6
995	1213	4
996	1215	3
997	1217	2
998	1218	1
999	1220	0
